word                				occurance
forages             				10
forbid              				20
forbidden           				80
forbids             				10
force               				820
forced              				240
forceful            				10
forcefully          				10
forces              				70
forcing             				60
forearm             				60
forearms            				10
forecast            				10
forefinger          				20
forehead            				220
foreheads           				10
foreign             				20
forerunner          				10
foreseen            				10
foresight           				20
forest              				50
forests             				20
forethought         				10
forever             				190
forgave             				10
forget              				190
forgettable         				30
forgetting          				40
forgivable          				10
forgive             				30
forgiven            				20
forgiving           				10
forgo               				10
forgot              				90
forgotten           				120
fork                				80
form                				270
formal              				20
formally            				10
formation           				60
formed              				50
former              				10
forming             				80
forms               				30
formulated          				10
forte               				10
forth               				200
forthcoming         				30
forties             				10
fortunate           				10
fortunately         				10
fortune             				10
fortunes            				10
forty               				190
forward             				530
fought              				70
foul                				50
found               				450
foundations         				10
four                				580
fours               				10
fourteen            				50
fourth              				70
fowl                				20
fox                 				30
fraction            				10
fractured           				10
fragile             				50
fragmenting         				10
fragrance           				10
fragrant            				10
frail               				20
frailty             				10
frame               				50
framework           				10
framing             				10
frankly             				30
frantic             				20
frantically         				60
freak               				20
freakish            				20
freaks              				10
free                				400
freedom             				20
freedoms            				10
freeing             				20
freely              				30
frees               				30
freeze              				60
freezes             				30
freezing            				40
frequent            				20
frequently          				40
fresh               				400
freshwater          				10
fretful             				10
frets               				10
fried               				20
friend              				370
friendliest         				10
friendly            				100
friends             				550
friendship          				60
fries               				10
fright              				10
frightened          				40
frightening         				20
frightens           				20
frigid              				10
frilly              				20
frock               				30
frocks              				10
frogs               				10
from                				11210
front               				670
frost               				10
frosted             				10
frosting            				50
frothy              				10
frown               				60
frowned             				10
frowning            				30
frowns              				90
froze               				10
frozen              				180
frugal              				10
fruit               				180
fruits              				10
frustrated          				20
frustration         				70
frying              				10
fuel                				70
fueled              				10
fulfilled           				10
full                				870
fuller              				10
fullness            				10
fully               				120
fumble              				40
fumbles             				10
fumbling            				30
fumes               				40
fun                 				170
function            				10
functional          				20
functioning         				10
funerals            				10
funny               				260
fur                 				150
furious             				70
furiously           				10
furniture           				10
furrowing           				10
furry               				30
furs                				10
further             				140
fury                				90
fuse                				30
fussing             				10
futile              				40
future              				170
fuzz                				10
fuzzy               				20
gadgetry            				10
gadgets             				30
gag                 				20
gaggle              				10
gags                				10
gain                				30
gained              				20
gaining             				10
gait                				10
gall                				10
gallon              				40
gallows             				20
gamble              				10
game                				580
games               				30
gamey               				10
gang                				20
gaping              				70
garbage             				20
garbled             				10
garden              				60
gardens             				10
gargling            				10
garish              				10
garlic              				10
garment             				30
garments            				10
garrote             				10
garroting           				10
gas                 				30
gash                				60
gashes              				20
gasp                				80
gasping             				60
gasps               				30
gate                				10
gates               				20
gather              				330
gathered            				150
gathering           				120
gathers             				20
gaudy               				10
gauge               				10
gaunt               				10
gauzy               				10
gave                				400
gawking             				10
gaze                				100
gazes               				20
gazing              				10
gear                				80
gearing             				10
gems                				30
gemstone            				10
gene                				10
general             				120
generally           				40
generated           				10
generates           				20
generations         				20
generous            				40
generously          				10
genetic             				20
genetically         				30
genius              				20
gentle              				30
gentlemen           				30
gentleness          				20
gentler             				20
gently              				220
genuine             				30
genuinely           				100
geographical        				10
germinate           				10
gesture             				80
gestures            				50
gesturing           				10
get                 				4790
gets                				320
getting             				540
getup               				20
ghastly             				10
ghost               				20
ghostly             				10
giant               				80
giants              				10
giddiness           				10
giddy               				10
gift                				190
gifts               				140
gigantic            				40
giggle              				20
giggles             				30
giggling            				30
gingerly            				30
girl                				1630
girl's              				20
girlfriend          				20
girlish             				20
girls               				230
girls'              				10
give                				1630
given               				520
giver               				20
gives               				1040
giving              				310
glad                				290
glance              				180
glanced             				10
glances             				60
glancing            				50
glare               				70
glaring             				10
glass               				340
glassed             				10
glasses             				260
glassy              				10
glazed              				10
gleam               				30
gleams              				10
glean               				10
gleefully           				10
glide               				10
glides              				10
glimpse             				160
glimpses            				10
glint               				40
glinting            				10
glints              				10
glisten             				10
glistening          				30
glitter             				10
glittering          				10
glob                				10
gloom               				20
gloomily            				10
gloppy              				10
glorified           				10
glorious            				10
glory               				10
glossy              				20
glove               				40
gloved              				30
gloves              				160
glow                				90
glower              				10
glowering           				10
glowing             				120
glows               				30
glue                				10
glued               				70
glues               				10
glumly              				10
gnarled             				10
gnaw                				10
gnawing             				30
gnaws               				20
go                  				3850
goal                				30
goat                				290
goats               				50
gobble              				10
gobbled             				10
goblet              				10
goes                				860
going               				2660
gold                				440
golden              				240
gone                				890
goner               				20
gong                				110
goo                 				10
good                				2460
goodbye             				20
goodbyes            				30
goodness            				70
goods               				20
goody               				10
goose               				10
gooseflesh          				10
gore                				20
gorge               				20
gorged              				10
gorgeous            				90
gorging             				20
gory                				20
gossamer            				10
gossip              				10
gossipy             				10
got                 				1670
gotten              				190
gourd               				10
government          				130
gown                				140
gowns               				50
grab                				110
grabbed             				30
grabs               				90
grace               				20
gracefully          				10
gracious            				10
graciously          				10
grade               				10
grades              				10
gradual             				10
gradually           				40
grain               				220
gram                				10
granary             				20
grand               				10
grandeur            				10
grandkids           				10
grandmother         				20
granted             				50
grapes              				30
graphite            				60
grapple             				10
grasp               				90
grasping            				10
grass               				120
grasses             				20
grate               				20
grateful            				100
gratefully          				30
gratified           				10
gratitude           				20
grave               				20
gravy               				40
gray                				320
graying             				10
grayish             				10
grazing             				10
grease              				30
greased             				10
greasy              				10
great               				190
greater             				30
greatest            				50
greatly             				10
greed               				10
green               				590
greenery            				70
greens              				150
greet               				30
greeted             				10
greeting            				40
greets              				10
grew                				40
grief               				20
grieve              				10
grieving            				10
grill               				10
grim                				10
grimace             				20
grime               				10
grimly              				60
grimness            				10
grimy               				30
grin                				130
grind               				10
grinding            				20
grinds              				10
grinning            				30
grins               				30
grip                				230
gripped             				10
gripping            				30
grips               				70
grit                				80
gritted             				30
gritty              				30
groan               				50
groaning            				10
groans              				10
grocers             				10
groggy              				10
groin               				10
groom               				10
groomed             				20
grooms              				10
groosling           				150
grooslings          				20
groove              				20
grotesque           				30
grouchily           				20
ground              				1480
ground's            				10
grounds             				20
group               				120
groups              				20
grow                				140
growing             				130
growl               				20
growling            				50
growls              				20
grown               				70
grows               				70
grubbiness          				10
grudgingly          				10
gruel               				10
gruesome            				20
gruffly             				40
grumble             				10
grumbling           				20
grunt               				20
grunts              				10
guarantee           				100
guaranteed          				30
guaranteeing        				10
guard               				350
guard's             				30
guarded             				20
guarding            				40
guards              				90
guess               				980
guessed             				60
guessing            				90
guest               				50
guests              				30
guffaw              				10
guffaws             				10
guidance            				40
guide               				100
guidebook           				10
guides              				60
guilt               				40
guiltily            				10
guilty              				40
gulp                				50
gulps               				40
gums                				10
gun                 				100
gunfire             				30
gunning             				10
gunpoint            				10
guns                				50
gush                				40
gushes              				10
gushing             				10
gut                 				20
guts                				20
gutsy               				10
gutted              				10
gutting             				10
guttural            				10
guy                 				70
guy's               				10
gym                 				60
gymnasium           				70
h                   				10
habit               				70
hack                				10
hacking             				30
hackles             				10
had                 				3990
hadn't              				240
hadnt               				90
haggard             				20
haggle              				10
haggling            				10
hail                				10
hair                				1590
hair's              				10
hairband            				30
hairbrush           				10
hairdo              				20
haired              				20
hairless            				10
hairs               				20
hairstyle           				20
hairy               				10
half                				710
halfhearted         				10
halfknotted         				10
halfway             				90
hall                				250
halls               				30
hallucinating       				10
hallucination       				10
hallucinations      				30
hallway             				80
hallways            				10
halt                				30
haltingly           				10
halves              				30
ham                 				10
hammer              				10
hammering           				10
hammers             				20
hammock             				10
hammocks            				10
hampered            				10
hand                				2530
handcuffed          				10
handed              				50
handedly            				10
handful             				460
handfuls            				40
handheld            				10
handhold            				10
handing             				10
handiwork           				10
handkerchief        				30
handle              				180
handled             				20
handling            				40
handouts            				10
hands               				2080
handsome            				70
handwriting         				10
handwritten         				10
handy               				50
hang                				240
hanged              				20
hanging             				250
hangover            				10
hangs               				170
happen              				280
happened            				660
happening           				120
happens             				340
happier             				10
happiest            				10
happily             				30
happiness           				60
happy               				340
hard                				1150
harden              				10
hardens             				20
harder              				170
hardest             				10
hardly              				220
hardness            				10
hardships           				30
hardwood            				10
harm                				90
harm's              				10
harmHere            				10
harmless            				40
harmony             				10
harnessing          				10
harried             				10
harsh               				30
harshly             				70
harvest             				70
harvested           				20
harvesting          				10
has                 				6380
hasn't              				70
hasnt               				150
hassock             				10
hastens             				10
hatched             				10
hate                				310
hated               				80
hates               				90
hating              				60
hatred              				110
hats                				30
haul                				120
hauled              				10
hauling             				30
hauls               				10
haunt               				10
haunted             				30
haunting            				10
hauntingly          				10
haunts              				20
have                				12710
haven               				10
haven't             				310
havent              				220
having              				610
hawk                				10
hawks               				10
hazard              				10
haze                				50
hazel               				10
he                  				14320
he'd                				210
he'll               				110
he's                				1560
head                				2570
head's              				10
headache            				20
headache's          				10
headaches           				20
headdress           				10
headdresses         				20
headed              				190
headgear            				10
heading             				90
headlamps           				10
headlock            				20
headon              				10
headpiece           				30
heads               				190
headset             				20
heal                				60
healed              				60
healer              				20
healer's            				10
healers             				20
healing             				90
health              				20
healthier           				20
healthy             				50
heap                				60
heaping             				10
hear                				2030
heard               				500
hearing             				100
hears               				10
heart               				520
heart's             				10
heartbeats          				10
heartbreaker        				10
heartbroken         				10
hearth              				60
heartless           				10
heartlessly         				10
hearts              				40
heartsick           				10
hearty              				10
heat                				310
heated              				10
heaters             				10
heavens             				10
heavier             				20
heaviest            				10
heavily             				40
heaviness           				10
heaving             				10
heavy               				310
hed                 				160
hedge               				10
hedges              				10
heedless            				10
heel                				120
heeled              				10
heels               				140
hees                				10
hefts               				10
height              				50
held                				230
hell                				180
hello               				70
helmet              				30
help                				1620
helped              				110
helpful             				30
helping             				160
helpless            				50
helplessly          				30
helplessness        				10
helps               				150
hem                 				30
hence               				10
her                 				10000
herb                				20
herbal              				30
herbalist           				10
herbs               				60
herd                				40
herded              				20
herding             				10
herds               				20
here                				2690
here's              				10
heres               				20
hero                				10
hers                				30
herself             				270
hes                 				1330
hesitate            				120
hesitates           				60
hesitating          				20
hesitation          				80
hiccups             				10
hid                 				20
hidden              				140
hide                				140
hideous             				40
hideout             				10
hides               				10
hiding              				140
high                				730
higher              				90
highest             				30
highlighted         				10
highlighting        				10
highlights          				50
highly              				40
hike                				80
hiking              				10
hill                				50
hills               				40
hilt                				10
him                 				9280
himself             				430
hind                				10
hindquarters        				10
hinges              				30
hint                				70
hinting             				10
hints               				20
hip                 				60
hips                				10
hire                				20
his                 				12250
hiss                				90
hisses              				40
hissing             				30
historic            				10
history             				100
histrionics         				10
hit                 				480
hitch               				20
hits                				380
hitting             				70
hoarding            				10
hoarse              				60
hoarsely            				20
hoax                				10
hobbled             				10
hobbles             				10
hobbling            				10
hoist               				30
hoisted             				10
hoisting            				10
hoists              				20
hold                				940
holding             				480
holds               				600
holdup              				10
hole                				150
holes               				40
holiday             				40
hollering           				20
hollers             				20
hollow              				170
hollowly            				10
hollowness          				10
home                				2100
homecoming          				50
homeless            				10
homemade            				40
homes               				80
homework            				10
homing              				10
honest              				100
honestly            				70
honey               				40
honeysuckle         				20
honing              				10
honor               				140
hood                				70
hooded              				10
hoods               				10
hook                				20
hooked              				10
hooking             				10
hoot                				10
hooting             				10
hoots               				20
hop                 				10
hope                				580
hoped               				40
hopeful             				60
hopefully           				60
hopeless            				50
hopelessly          				40
hopelessness        				10
hopes               				70
hoping              				310
hopped              				10
hopping             				30
hops                				20
horizon             				60
hormones            				10
horn                				300
horns               				20
horrible            				130
horribly            				20
horrid              				10
horrific            				20
horrifying          				10
horror              				100
horrors             				10
horse               				20
horses              				50
hosed               				10
hospital            				400
hospitals           				10
host                				10
hosted              				10
hostile             				60
hosts               				10
hot                 				540
hotter              				20
hour                				570
hour's              				10
hours               				870
house               				740
housed              				20
houseful            				10
household           				10
housekeeper         				10
houses              				150
hover               				10
hovercraft          				530
hoverplane          				10
hoverplanes         				50
how                 				3610
however             				30
howl                				30
howling             				20
howls               				30
huddle              				10
huddled             				80
huddles             				10
hue                 				10
hued                				10
hues                				10
huff                				30
hug                 				100
huge                				200
hugging             				40
hugs                				50
huh                 				40
hum                 				70
human               				250
humanity            				20
humans              				40
humble              				20
humid               				20
humiliated          				20
humiliating         				10
humiliation         				10
humming             				30
hummingbird         				20
hummingbirds        				10
humor               				60
humoring            				20
humorous            				10
hunched             				40
hunches             				10
hunching            				20
hundred             				330
hundreds            				80
hung                				70
hunger              				160
hungover            				10
hungriest           				10
hungrily            				10
hungry              				260
hunk                				40
hunkered            				10
hunks               				10
hunt                				440
hunted              				80
hunter              				50
hunter's            				10
hunters             				40
hunting             				640
hunts               				10
hurdle              				10
hurl                				20
hurling             				30
hurray              				10
hurried             				30
hurries             				40
hurry               				140
hurrying            				10
hurt                				280
hurting             				70
hurts               				90
husband             				40
hush                				40
hushed              				90
hushes              				10
hushing             				10
husk                				10
hustled             				10
hustles             				30
hut                 				50
hyperventilating    				10
hypodermic          				10
hysteria            				30
hysterical          				50
hysterically        				30
i                   				30
ice                 				90
iced                				20
ices                				10
icily               				10
icy                 				120
idea                				950
ideal               				30
ideas               				30
identical           				50
identically         				10
identification      				10
identified          				10
identify            				10
identity            				20
idiot               				40
idiots              				20
idle                				20
idly                				10
if                  				6820
ifs                 				10
iftheyre            				10
ignites             				20
ignorance           				10
ignore              				210
ignored             				100
ignores             				50
ignoring            				70
ii                  				10
ill                 				120
illegal             				60
illegally           				20
illness             				30
illuminate          				10
illuminated         				20
illuminates         				10
illuminating        				30
illumination        				10
illusion            				50
image               				160
imagery             				10
images              				80
imaginable          				20
imaginary           				10
imagination         				20
imagine             				410
imagined            				60
imagining           				50
imitate             				10
imitation           				10
immediacy           				10
immediate           				100
immediately         				380
immersed            				10
immersion           				10
immigrants          				10
imminent            				10
immobile            				10
immobilized         				20
immobilizing        				10
immoral             				10
immune              				10
immunity            				80
impact              				110
impales             				10
impassable          				10
impassive           				20
impatient           				20
impatiently         				40
imperative          				10
imperceptible       				10
imperfect           				10
imperfections       				10
implant             				20
implantation        				10
implication         				20
implications        				20
implied             				10
imply               				10
impolite            				10
importance          				40
important           				200
imposing            				10
impossible          				230
impossibly          				20
impotence           				10
impotent            				20
impress             				10
impressed           				50
impression          				130
impressive          				50
imprinted           				10
imprisoned          				70
imprisonment        				10
improbable          				10
improve             				20
improved            				20
improvement         				90
imprudent           				10
impulse             				80
impulsive           				10
impulsiveness       				10
in                  				33280
inability           				20
inaccessible        				10
inaccurate          				10
inactivity          				10
inadequate          				10
inadvertently       				10
inaudible           				10
incapable           				10
incapacitated       				30
incendiary          				10
incentive           				10
inch                				110
inches              				170
inching             				10
incident            				60
incinerated         				10
incineration        				10
incite              				10
inciting            				10
incline             				20
include             				40
included            				10
includes            				70
including           				60
incoherence         				10
incoherent          				20
incoming            				10
incompetent         				30
incomplete          				10
incompleteness      				10
incomprehensibly    				10
incongruous         				10
inconsequential     				10
inconsistent        				20
incorporated        				10
incorruptible       				10
increase            				20
increased           				30
increasing          				40
increasingly        				20
incredible          				20
incredibly          				10
incriminating       				10
indecent            				10
indeed              				10
indefinite          				10
indefinitely        				20
indelible           				10
indentations        				10
independent         				20
indescribably       				10
indeterminate       				10
indicate            				50
indicated           				10
indicates           				20
indicating          				70
indication          				50
indifference        				20
indifferent         				50
indifferently       				10
indignantly         				10
indignation         				10
indiscretion        				10
indistinguishable   				10
individual          				10
induced             				10
inducement          				10
indulge             				10
indulgence          				10
indulgences         				10
indulgently         				10
industrial          				20
industry            				40
inebriated          				10
ineffective         				10
inert               				10
inescapable         				10
inevitable          				20
inexplicable        				10
inexplicably        				40
infection           				100
inferior            				10
inferno             				30
infertile           				10
infinitely          				10
inflamed            				30
inflammation        				10
inflammatory        				20
inflict             				10
inflicted           				40
influence           				10
influx              				10
inform              				10
information         				200
informed            				10
informers           				10
informing           				10
infractions         				10
infuriates          				10
infuses             				10
infusion            				10
inhabit             				10
inhabited           				20
inhale              				20
inhaled             				10
inhaling            				20
inherent            				10
inherit             				20
inherited           				10
inheriting          				10
inhibited           				10
inhumanity          				10
initial             				90
initially           				50
initiate            				10
initiated           				20
injected            				10
injects             				10
injured             				120
injuries            				50
injury              				100
injustice           				20
ink                 				50
inlaid              				30
innards             				10
inner               				10
innocence           				10
innocent            				40
innocently          				20
innocuous           				10
innumerable         				10
insane              				70
insanity            				30
insect              				90
insectlike          				10
insects             				200
inseparable         				10
insert              				40
inserts             				20
inside              				740
insides             				50
insidious           				10
insist              				110
insisted            				40
insistence          				10
insistent           				10
insisting           				50
insists             				70
inspect             				20
inspection          				10
inspiration         				30
instability         				10
installations       				10
installed           				20
instance            				60
instant             				100
instantaneous       				20
instantly           				80
instead             				350
instigator          				10
instigators         				10
instinct            				70
instinctively       				50
instincts           				50
instruct            				10
instructed          				20
instructing         				10
instruction         				50
instructions        				130
instructor          				10
instructs           				30
instrumental        				20
instruments         				10
insubstantial       				10
insufficient        				10
insulated           				10
insult              				20
insulting           				30
insurmountable      				10
intact              				10
intake              				10
intelligence        				10
intelligent         				10
intend              				10
intended            				110
intends             				10
intense             				30
intensely           				40
intensifies         				10
intensity           				50
intent              				10
intention           				20
intentional         				10
intentionally       				30
intentions          				20
intently            				30
interacting         				10
interaction         				20
intercom            				20
intercut            				20
interest            				130
interested          				70
interesting         				80
interestingly       				10
interfere           				10
interfered          				10
interference        				30
interferes          				20
intermingled        				10
intermixed          				10
internal            				10
interpret           				20
interpreted         				10
interrogation       				10
interrupt           				20
interrupted         				10
interrupts          				50
intersperse         				10
interspersed        				10
intertwines         				10
intervened          				20
intervention        				10
interview           				420
interviewed         				20
interviewer         				10
interviewer's       				10
interviewing        				10
interviews          				170
interwoven          				20
intestines          				10
intimate            				10
intimidate          				10
into                				7190
intones             				10
intoxicated         				10
intoxicating        				10
intricate           				20
intrigued           				10
intro               				10
introduce           				10
introduced          				40
introduces          				30
introducing         				50
intruder            				10
intuitive           				10
invade              				30
invaded             				10
invader             				10
invaluable          				10
invasion            				10
invent              				20
invented            				10
inventor            				10
inventory           				20
invested            				10
invigorating        				10
invincible          				10
invisible           				90
invitation          				40
invitations         				20
invite              				40
invited             				20
invites             				10
inviting            				30
involuntarily       				10
involuntary         				10
involve             				10
involved            				30
involvement         				10
involves            				10
inwardly            				10
iodine              				30
ion                 				10
iridescent          				30
iris                				10
iron                				30
ironic              				40
irredeemably        				10
irrefutable         				10
irregularity        				10
irreparable         				30
irretrievable       				10
irreverent          				20
irreversible        				10
irritable           				10
irritated           				20
irritation          				10
is                  				14590
island              				20
isn't               				430
isnt                				340
issue               				50
issued              				40
issues              				10
it                  				21890
it'd                				60
it's                				2890
itch                				20
itches              				10
itching             				90
itchy               				20
itd                 				40
items               				50
itinerary           				10
itll                				10
its                 				3520
itself              				280
ivy                 				10
jab                 				10
jabber              				30
jabberjay           				90
jabberjay's         				10
jabberjays          				60
jabs                				10
jacker              				240
jackers             				120
jacket              				330
jacket's            				10
jackets             				30
jagged              				30
jam                 				30
jams                				10
jar                 				10
jarred              				10
jarring             				10
jaw                 				60
jaws                				10
jay                 				40
jays                				20
jealous             				50
jealousy            				10
jellies             				10
jeopardize          				20
jeopardy            				20
jerk                				120
jerked              				10
jerks               				30
jerky               				10
jet                 				10
jets                				10
jewel               				10
jeweled             				20
jewelry             				50
jewels              				50
job                 				340
jobs                				40
jog                 				10
jogging             				10
jogs                				10
join                				320
joined              				40
joining             				20
joins               				20
joints              				50
joke                				130
joke's              				10
jokes               				70
joking              				60
jolt                				30
jolts               				10
jotting             				10
journey             				90
joy                 				40
judge               				50
judges              				20
judging             				20
judgment            				20
judicious           				10
jug                 				10
juice               				120
juices              				30
juicy               				10
jumble              				10
jumbled             				10
jump                				140
jumped              				40
jumping             				20
jumps               				50
jumpsuit            				130
jumpsuits           				40
jungle              				670
jungle's            				20
just                				5840
justice             				30
justification       				10
justify             				10
jut                 				10
katniss             				20
keel                				20
keen                				10
keep                				1780
keeper              				10
keepers             				10
keeping             				390
keeps               				300
kept                				260
kernels             				10
kettle              				20
key                 				60
keys                				10
kick                				50
kicking             				20
kicks               				50
kid                 				20
kidding             				20
kidnapped           				10
kids                				420
kill                				1250
killed              				560
killer              				30
killers             				20
killing             				230
killings            				10
kills               				70
kind                				950
kinder              				20
kindness            				60
kinds               				60
kiss                				530
kissed              				90
kisses              				210
kissing             				120
kit                 				40
kitchen             				300
kitten              				20
knack               				10
kneaded             				20
knee                				140
kneel               				20
kneels              				10
knees               				330
knelt               				10
knew                				740
knickknacks         				10
knife               				870
knit                				10
knives              				140
knob                				20
knobs               				10
knock               				170
knocked             				80
knocking            				110
knockoff            				10
knocks              				70
knot                				140
knots               				90
knotted             				20
know                				7010
knowing             				360
knowledge           				130
known               				230
knows               				850
knuckles            				10
lab                 				10
labor               				20
labs                				20
lace                				20
laced               				10
lacerated           				10
laces               				10
lack                				90
lacked              				10
lackey              				10
lacking             				50
lacks               				10
lad                 				10
ladder              				140
ladders             				20
laden               				20
ladle               				20
ladles              				10
lady                				20
lag                 				10
laid                				100
lake                				490
lake's              				10
lamb                				70
lame                				10
lamp                				10
land                				210
landed              				130
landing             				80
lands               				130
landscape           				20
landscapes          				10
lane                				10
lantern             				10
lap                 				150
lapdogs             				10
lapel               				10
lapels              				10
lapping             				10
laps                				10
lapse               				10
lard                				10
large               				340
largely             				50
larger              				130
largest             				10
lash                				80
lashed              				10
lashes              				70
last                				2440
lasted              				10
lasting             				20
lasts               				30
latches             				10
late                				510
lately              				20
later               				260
laterally           				10
latest              				20
lather              				10
latter              				30
latters             				10
laugh               				390
laughable           				10
laughed             				20
laughing            				360
laughingstock       				10
laughs              				170
laughter            				40
launch              				70
launched            				40
launchers           				30
launches            				20
laundry             				30
lavender            				10
law                 				90
lawn                				20
lawns               				10
laws                				30
lay                 				230
layAnd              				10
layer               				200
layers              				60
laying              				10
layout              				10
lays                				60
lazily              				10
lazy                				10
le                  				10
leached             				10
leaches             				10
leaching            				20
lead                				260
leader              				50
leaders             				30
leading             				30
leads               				180
leaf                				100
leafy               				10
leak                				10
leaked              				10
leaking             				10
lean                				250
leaned              				10
leaning             				100
leans               				150
leap                				50
leaping             				40
leaps               				10
learn               				150
learned             				100
learner             				10
learning            				50
least               				1260
leather             				190
leave               				830
leaves              				680
leaving             				570
lecture             				30
led                 				50
ledge               				30
ledgers             				10
leery               				10
left                				1730
leftovers           				20
leg                 				760
legal               				10
legality            				10
legend              				10
legendary           				10
legged              				10
legs                				210
leisurely           				10
lemony              				10
lends               				10
length              				110
lengths             				30
lengthwise          				10
leniency            				20
less                				530
lessened            				10
lessens             				10
lesser              				10
lesson              				50
